Codice Articolo,Lob Associata,Nome LOB,Inventario,Descrizione Articolo,Lob Associata Orig Norm,Lob Associata Cleaned,LOB Cleaning Decision
LEGTAZ-25/4,1002,CABLAGGIO ALTERNATIVO,Inventario,TAZ-TUBO ACCZINC D=25mm L=4M,1002,1002,unchanged
LEGTAZ-32N,1002,CABLAGGIO ALTERNATIVO,Inventario,"Tubo acc/zinc 32x1,2  mt.3",1002,1002,unchanged
LEGTAZ-40/4,1002,CABLAGGIO ALTERNATIVO,Inventario,TAZ-TUBO ACC ZINC D=40mm L=4M,1002,1002,unchanged
LEGTKG2527,1002,CABLAGGIO ALTERNATIVO,Inventario,TAZ/TAIX-R TILOK T/G D=25,1002,1002,unchanged
LEGTKG4040,1002,CABLAGGIO ALTERNATIVO,Inventario,RACC TAZ/TAIX-R. D=40MM/PN40,1002,1002,unchanged
LEGTKM20,1002,CABLAGGIO ALTERNATIVO,Inventario,TUBO MET/RACC TU-SC D.20 M20 BLITZ IP67 TAZ,1002,1002,unchanged
LEGTKM25,1002,CABLAGGIO ALTERNATIVO,Inventario,RACC. TAZ./TAIX-RTILOK MASCHIO,1002,1002,unchanged
LEGTKM40,1002,CABLAGGIO ALTERNATIVO,Inventario,RACC. TAZ/TAIX-R TILOK MASCHIO D40 M40X,1002,1002,unchanged
LEGTKT20,1002,CABLAGGIO ALTERNATIVO,Inventario,TUBO MET/MAN 20 BLITZ IP67 TAZ,1002,1002,unchanged
LEGTKT25,1002,CABLAGGIO ALTERNATIVO,Inventario,RACC. TAZ/TAIX-R TILOK TUBO TUBO,1002,1002,unchanged
LEGTKT32,1002,CABLAGGIO ALTERNATIVO,Inventario,R.Tilok tubo/tubo taz.32,1002,1002,unchanged
LEGTKT40,1002,CABLAGGIO ALTERNATIVO,Inventario,RACC TAZ/TAIX-R TUBO/TUBO D=40MM,1002,1002,unchanged
LEGTRS21,1002,CABLAGGIO ALTERNATIVO,Inventario,GUIDACAVO METALLICO D=21 TRECCIATO,1002,1002,unchanged
LEGX9G71Z,1002,CABLAGGIO ALTERNATIVO,Inventario,P31-GIUNTO ACCESSORI H75/H100 Z,1002,1002,unchanged
LETTORE INFOCERT,3004,CLOUD VARIE HW,Inventario,LETTORE SMART CARD INFOCERT,3004,3004,unchanged
LF230-S,24001,BUILDING AUTOMATION,Inventario,Attuatore rotativo con funzione di sicurezza,24001,24001,unchanged
LF24T350FHRXEN,3004,CLOUD VARIE HW,Inventario,"monitor 24"" Samsung",3004,3004,unchanged
LF24T400FHUXEN,3004,CLOUD VARIE HW,Inventario,Monitor Desktop - SAMSUNG SM-F24T350,3004,3004,unchanged
LF24T450FQRXEN,3004,CLOUD VARIE HW,Inventario,"Samsung Monitor 23.5""",3004,3004,unchanged
LF24T450FZUXEN,3004,CLOUD VARIE HW,Inventario,Monitor Desktop - F24T450G,3004,3004,unchanged
LF24T450GYUXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Samsung monitor 24"" per feedback relatori",4009,4009,unchanged
L-FL-39-HSEC-K9,2003,APPARATI CISCO WAN,Inventario,U.S. Export Restriction Compliance license for 3900 series,2003,2003,unchanged
L-FLA1-1X-10-20G=,3,CLOUD TECHNOLOGIES,Inventario,"10G to 20Gbps upgrade License for ASR 1001-X, Built-in 2x10G",3,03999,fix_by_name_prefix2
L-FL-SSLVPN100-K9=,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,Cisco SSLVPN Feature E-Delivery PAK - 100 users,4008,4008,unchanged
L-FPR1010T-TMC=,6001,CISCO SECURITY,Inventario,"Cisco FPR1010 Threat Defense Threat, Malware and URL License",6001,6001,unchanged
L-FPR1010T-TMC-1Y,6001,CISCO SECURITY,Inventario,"Cisco FPR1010 Threat Defense Threat, Malware and URL 1Y Subs",6001,6001,unchanged
L-FPR1010T-TMC-3Y,6001,CISCO SECURITY,Inventario,"Cisco FPR1010 Threat Defense Threat, Malware and URL 3Y Subs",6001,6001,unchanged
L-FPR1120-P-3Y,6001,CISCO SECURITY,Inventario,Cisco Defense Orchestrator for Firepower 1120 3yr subscr,6001,6001,unchanged
L-FPR1120T-T=,6001,CISCO SECURITY,Inventario,Cisco FPR1120 Threat Defense Threat Protection License,6001,6001,unchanged
L-FPR1120T-T-3Y,6001,CISCO SECURITY,Inventario,Cisco FPR1120 Threat Defense Threat Protection 3Y Subs,6001,6001,unchanged
L-FPR1120T-TMC-3Y,6001,CISCO SECURITY,Inventario,"Cisco FPR1120 Threat Defense Threat, Malware and URL 3Y Subs",6001,6001,unchanged
L-FPR1140T-TM-3Y,2,APPARATI,Inventario,Cisco FPR1140 Threat Defense Threat and Malware 3Y Subs,2,02999,fix_by_name_prefix2
L-FPR2110T-TM=,6001,CISCO SECURITY,Inventario,Cisco FPR2110 Threat Defense Threat and Malware License,6001,6001,unchanged
L-FPR2110T-TM-1Y,6001,CISCO SECURITY,Inventario,Cisco FPR2110 Threat Defense Threat and Malware 1Y Subs,6001,6001,unchanged
L-FPR2110T-TM-3Y,6001,CISCO SECURITY,Inventario,Cisco FPR2110 Threat Defense Threat and Malware 3Y Subs,6001,6001,unchanged
L-FPR2110T-TMC,6001,CISCO SECURITY,Inventario,"Cisco FPR2110 Threat Defense Threat, Malware and URL License",6001,6001,unchanged
L-FPR2110T-TMC=,6001,CISCO SECURITY,Inventario,"Cisco FPR2110 Threat Defense Threat, Malware and URL License",6001,6001,unchanged
L-FPR2110T-TMC-1Y,6001,CISCO SECURITY,Inventario,"Cisco FPR2110 Threat Defense Threat, Malware and URL 1Y Subs",6001,6001,unchanged
L-FPR2110T-TMC-3Y,6001,CISCO SECURITY,Inventario,"Cisco FPR2110 Threat Defense Threat, Malware and URL 3Y Subs",6001,6001,unchanged
L-FPR2120T-TM=,6001,CISCO SECURITY,Inventario,Cisco FPR2120 Threat Defense Threat and Malware License,6001,6001,unchanged
L-FPR2120T-TM-1Y,6001,CISCO SECURITY,Inventario,Cisco FPR2120 Threat Defense Threat and Malware 1Y Subs,6001,6001,unchanged
L-FPR2120T-TM-3Y,6001,CISCO SECURITY,Inventario,Cisco FPR2120 Threat Defense Threat and Malware 3Y Subs,6001,6001,unchanged
L-FPR2130T-TMC=,6001,CISCO SECURITY,Inventario,"Cisco FPR2130 Threat Defense Threat, Malware and URL License",6001,6001,unchanged
L-FPR2130T-TMC-1Y,6001,CISCO SECURITY,Inventario,"Cisco FPR2130 Threat Defense Threat, Malware and URL 1Y Subs",6001,6001,unchanged
L-FPR2130T-TMC-3Y,6001,CISCO SECURITY,Inventario,FPR TD Mid-Range,6001,6001,unchanged
L-FPR4110T-TC=,6001,CISCO SECURITY,Inventario,Cisco FPR4110 Threat Defense Threat and URL License,6001,6001,unchanged
L-FPR4110T-TC-1Y,6001,CISCO SECURITY,Inventario,Cisco FPR4110 Threat Defense Threat and URL 1Y Subs,6001,6001,unchanged
L-FPR4110T-TC-3Y,6001,CISCO SECURITY,Inventario,FPR TD High-End,6001,6001,unchanged
L-FP-VRT-1Y,6001,CISCO SECURITY,Inventario,SNORT Subscriber Rule Set Annual Subscription - No Support,6001,6001,unchanged
L-FP-VRT-LIC=,6001,CISCO SECURITY,Inventario,SNORT Subscriber Rule Set Annual Subscription,6001,6001,unchanged
LG 110UM5K-B,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Monitor serie signage 110"" pannello LED IPS, Risoluzione 3840X2160, Formato 16:9, Luminosità 500 NIT",4009,4009,unchanged
LG LAEC018-GN2,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Sistema ledwall completo per sale conferenze da 163"", Plug & Play - Risoluzione Full-HD 1920X1080",4009,4009,unchanged
LG-2000U,1003,TBD******,Inventario,LETTORE BARCODE LASER,1003,1003,unchanged
LG744EA,3004,CLOUD VARIE HW,Inventario,HP 8460P I7-2620M 14.0 04GB/320 PC,3004,3004,unchanged
LGI-LP-BUS,3005,CLOUD VARIE SW,Inventario,Licenza di LastPass Enterprise,3005,3005,unchanged
LGI-LP-BUS-3Y,3005,CLOUD VARIE SW,Inventario,70 licenze Last Pass Business,3005,3005,unchanged
LGI-LP-BUSAO,3005,CLOUD VARIE SW,Inventario,LGI-LP-BUSAO,3005,3005,unchanged
LGI-LP-EN,3005,CLOUD VARIE SW,Inventario,LASTPASS ENTERPRISE,3005,3005,unchanged
LH015IACCHS/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Ledwall Indoor serie IEA IAC 130"" FHD The Wall All-In-One 130"" FHD",4009,4009,unchanged
LH015IEACLS/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"IE015A - Ledwall Indoor serie IEA, Pixel Pitch 1.5 mm, Luminosità Post Calibrazione 500 nit",4009,4009,unchanged
LH016IABMHS/EN,4007,INSTALLAZIONE COLLABORATION,Inventario,"Led wall All-in-one 146"" pitch 1.68",4007,4007,unchanged
LH016IWAMWS/XU,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Microled The Wall passo 1,6",4009,4009,unchanged
LH105QPD5BGXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"QP105DX-5K - 5K, 500 nits, Tizen 8",4009,4009,unchanged
LH10DBEPEBB/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Monitor 10"", 1280x800, 450nit PoE",4009,4009,unchanged
LH13QBREBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Monitor 13"" Full HD 100x100",4009,4009,unchanged
LH13QBRTBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Small Signage Touch 250 nits, Soc6, Tizen 4.0",4009,4009,unchanged
LH32DBEPLGC/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Monitor 32"" Ful HD MagicInfo Player S3",4009,4009,unchanged
LH32DMEPLGC/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"MONITOR SAMSUNG 32""",4009,4009,unchanged
LH32EDDPLGC/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Monitor : LED BLU 32"" (60Hz), Dot Pitch: 0.17025(H) x 0.5107",4009,4009,unchanged
LH32HBSLLBC/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,NETWORK Monitor. PC : Processore AMD Athlon II 235 Dual (2.7,4009,4009,unchanged
LH32QMCEPGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"32"", UHD, 500 nits, Tizen 7",4009,4009,unchanged
LH43PMFXTBC/EN,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,"Monitor Full HD 43"" touch",4008,4008,unchanged
LH43QBCEBGCXEN,4007,INSTALLAZIONE COLLABORATION,Inventario,"Monitor 43"" UHD",4007,4007,unchanged
LH43QBREBGCXEN,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,"Monitor UHD 43"" per Digital Signage",4008,4008,unchanged
LH43QMBEPGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"SAMSUNG panel VA da 43'', Risoluzione 3840x2160, Pixel pitch 0.245x0.245 mm, Luminosità: 500 cd/m2 ",4009,4009,unchanged
LH43QMCEPGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"43"", UHD, 500 nits, Tizen 7",4009,4009,unchanged
LH43QMRBPGCXEN,3004,CLOUD VARIE HW,Inventario,"Samsung QM43R-B. Dimensioni schermo: 109,2 cm (43""), Tecnologia display: LCD, Risoluzione del displa",3004,3004,unchanged
LH46MECPLGC/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Monitor : LED BLU 46"" (60Hz), Dot Pitch: 0,53 mm, Luminosità",4009,4009,unchanged
LH49DBJPLGC/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Monitor Samsung DB49J,4009,4009,unchanged
LH49QBREBGCXEN,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,"UHD, 350 nits, Tizen 4.0, Soc6",4008,4008,unchanged
LH50QBBEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Monitor 50"" UHD",4009,4009,unchanged
LH50QETELGCXEN,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,"Samsung Display 50"" per Digital Signage QE50T - 3840x2160 - Direct LED",4008,4008,unchanged
LH50QHCEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Monitor 50"" UHD 50QHC",4009,4009,unchanged
LH50QMBEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,QM50B 50P 3840X2160 500CD/M2,4009,4009,unchanged
LH50QMCEPGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"UHD, 500 nits, Tizen 6.5, Soc10 - LH50QMBEBGCXEN",4009,4009,unchanged
LH55DBEPLGC/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Monitor: LED BLU 55''(120Hz),  Luminosità: 350 nit, Contrast",4009,4009,unchanged
LH55DMEPLGC/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"LCD Display firma digitale Samsung SyncMaster ME46B 116,8 cm",4009,4009,unchanged
LH55EDCPLBC/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"LED BLU 55"" (120Hz), Dot Pitch: 0,63 mm, Luminosità: 350cd/m",4009,4009,unchanged
LH55EDDPLGC/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"MONITOR SAMSUNG 55""",4009,4009,unchanged
LH55PMFXTBC/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,STAND ALONE TOUCH CAPACITIVO PM55F-BC,4009,4009,unchanged
LH55PMHPBGC/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Samsung PM55H,4009,4009,unchanged
LH55QBBEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"monitor Samsung UHD, 350 nits, Tizen 6.5, Soc10",4009,4009,unchanged
LH55QBCEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,QB55C DISPLAY 55IN DIGITAL SIGNAGE UHD 350CD 16/7 16:9,4009,4009,unchanged
LH55QBRBBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Samsung QB55R Pannello piatto per segnaletica digitale 139,7 cm (55"") LED 4K Ultra HD Nero Processor",4009,4009,unchanged
LH55QBREBGCXEN,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,SAMSUNG QB55R,4008,4008,unchanged
LH55QETELGCXEN,4,COLLABORATION,Inventario,"Qe55t qet series - 55"" display led - 4k",4,04999,fix_by_name_prefix2
LH55QHBEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Samsung QH55B Dimensioni schermo: 139,7 cm (55"")",4009,4009,unchanged
LH55QHCEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Monitor 55""",4009,4009,unchanged
LH55QMBEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"UHD, 500 nits, Tizen 6.5, Soc10",4009,4009,unchanged
LH55QMCEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"UHD, 500 nits, Tizen 7",4009,4009,unchanged
LH55QMRTBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Stand Alone Touch Capacitivo UHD - Samsung - QM55R-T,4009,4009,unchanged
LH55UDEBLBB/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"LCD Digital Signage Samsung UD55E-B 139,7 cm (55"")",4009,4009,unchanged
LH55VHBEBGBXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Videowall 55""",4009,4009,unchanged
LH55VHRRBGBXEN,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,"Monitor Full HD 55"" 0,88 mm bezel-to-bezel",4008,4008,unchanged
LH55VMCEBGBXEN,4007,INSTALLAZIONE COLLABORATION,Inventario,"Videowall, 1.74 mm, 500 nit, No Soc",4007,4007,unchanged
LH55VMTEBGBXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Monitor 55"" Full HD 500 cd/m2 per videowall con cornice affiancata 1,8 mm",4009,4009,unchanged
LH55VMTUBGBXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Samsung Display 55"" per Digital Signage VM55T-U IPS, 1920x1080,",4009,4009,unchanged
LH55WMBWBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Samsung FLIP wmb 55""",4009,4009,unchanged
LH65DMEPLGC/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Monitor: LED BLU 65''(60Hz), Pixel Pitch: 0.248(H) × 0.744(V",4009,4009,unchanged
LH65EDCPLBC/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Monitor : LED BLU 65"" (60Hz), Dot Pitch: 0,74 mm, Luminosità",4009,4009,unchanged
LH65MDCPLGC/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Monitor : LED BLU 65"" (120Hz), Dot Pitch: 0,744 mm, Luminosi",4009,4009,unchanged
LH65QBBEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"UHD, 350 nits, Tizen 6.5, Soc10",4009,4009,unchanged
LH65QBCEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Monitor 65"" UHD",4009,4009,unchanged
LH65QBRBBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Samsung QB65R-B. Dimensioni schermo: 163,8 cm (64.5""), Tecnologia display: TFT, Risoluzione del disp",4009,4009,unchanged
LH65QBREBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"UHD, 350 nits, Tizen 4.0, Soc6",4009,4009,unchanged
LH65QETEPGCXEN,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,"Samsung Display 65"" per Digital Signage QE65T - 3840x2160 - Direct LED - 300 cd/m² - Contrasto: 4000",4008,4008,unchanged
LH65QHCEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Monitor 65"" UHD 65QHC",4009,4009,unchanged
LH65QHREBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"UHD, 700 nits, Tizen 4.0, Soc6",4009,4009,unchanged
LH65QMBEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"QM65B - 65"" UHD, 500 nits, Tizen 6.5, Soc10",4009,4009,unchanged
LH65QMCEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,QM65C DISPLAY DIGITAL SIGNAGE 65IN UHD 500 CD/M2 4000:1 24/7,4009,4009,unchanged
LH65WMBWBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Flip Pro Display interattivo, S-PVA, 3840 x 2160, 4000:1, 350cd/m², 65"", Samsung",4009,4009,unchanged
LH65WMRWBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Flip 65"" UHD, 220 nit with Glass, Advanced Touch IR [prezzo valido per minimo 2 pezzi per ordine ent",4009,4009,unchanged
LH75EDEPLGC/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"MONITOR 75"" SERIE ED-E",4009,4009,unchanged
LH75OHAEBGBXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Outdoor UHD, 3500 nits, Tizen 5.0",4009,4009,unchanged
LH75QBBEBGCXEN,3004,CLOUD VARIE HW,Inventario,"Samsung QB75B QBB Series - 75""Display LCD retroilluminato a LED - 4K - per segnaletica digitale",3004,3004,unchanged
LH75QBCEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"QB75C - Monitor UHD, 350 nits, Tizen 7",4009,4009,unchanged
LH75QBREBGCXEN,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,SAMSUNG QB75R,4008,4008,unchanged
LH75QETEPGCXEN,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,"MONITOR 75"" UHD",4008,4008,unchanged
LH75QMBEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"UHD, 500 nits, Tizen 6.5, Soc10",4009,4009,unchanged
LH75QMCEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Samsung QM75C  75"" UHD, 500 nits, Tizen 7",4009,4009,unchanged
LH75WMBWLGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Flip 75"" PRO",4009,4009,unchanged
LH82DMERTBC/EN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"LCD Display firma digitale Samsung SyncMaster ME46B 116,8 cm",4009,4009,unchanged
LH82QEREBGCXEN,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,"Monitor 82"" UHD. Dimenioni 1838 x 1052,4 x 61,2 mm, 46,8 Kg",4008,4008,unchanged
LH82QETELGCXEN,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,"Monitor 82"" UHD. Dimenioni 1829.9 x 1045 x 59.9 mm, 37,5 Kg",4008,4008,unchanged
LH85QBCEBGCXEN,4007,INSTALLAZIONE COLLABORATION,Inventario,"Monitor samsung 85"" 4k 350nits",4007,4007,unchanged
LH85QBRBBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"MONITOR SAMSUNG UHD, 350 nits, Tizen 4.0, Soc6",4009,4009,unchanged
LH85QBRBDGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,monitor samsung UHD 350 nits Tizen 4.0,4009,4009,unchanged
LH85QMCEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"85"" UHD, 500 nits, Tizen 7",4009,4009,unchanged
LH85QMRBDGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"QM85R-B Pannello piatto per segnaletica digitale 2,16 m (85"") VA Wi-Fi 500 cd/m² 4K Ultra HD Nero",4009,4009,unchanged
LH85WMBWLGCXEN,4007,INSTALLAZIONE COLLABORATION,Inventario,"Flip 85"" PRO UHD, 220 nit with Glass, Advanced Touch IR, OPS I/F Support(w/OPS Box)",4007,4007,unchanged
LH98QBREBGCXEN,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,"Samsung Display 98"" per Digital Signage QB98R LED BLU UHD 3840x2160, 350cd/m2, 4000:1, 178°/178°, 6m",4008,4008,unchanged
LH98QBTBPGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Samsung 98"" UHD, 500 nits, Tizen 4.0, Soc6 VESA 800x400 2195.8 x 1250.8 x 96.5 mm peso 83Kg",4009,4009,unchanged
LH98QMCEBGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"QM98C 98"", 4K, 500 nits",4009,4009,unchanged
LH98QMTBPGCXEN,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"UHD, 500 nits, Tizen 4.0, Soc6",4009,4009,unchanged
LIBATTSMGEIEC,17001,SISTEMI SCHNEIDER,Inventario,Li-ion Battery Rack Type E - IEC,17001,17001,unchanged
LIBATTSMGGIEC,17001,SISTEMI SCHNEIDER,Inventario,Li-ion Battery Rack Type G - IEC,17001,17001,unchanged
LIBRI/RIVISTE,99001,MERCI C/ACQUISTI,Non in inventario,ABBONAMENTI E ACQUISTI LIBRI E RIVISTE,99001,99001,unchanged
LIBSESMG13IEC,17001,SISTEMI SCHNEIDER,Inventario,LITHIUM ION BATTERIES,17001,17001,unchanged
LIBSESMG16IEC,17001,SISTEMI SCHNEIDER,Inventario,Galaxy Lithium-ion Battery Cabinet IEC with 16 x 2.04 kWh battery modules,17001,17001,unchanged
LIBSESMG17IEC,17001,SISTEMI SCHNEIDER,Inventario,Galaxy Li-Ion Battery Cabinet IEC with 17 x 2.04 kWh battery modules,17001,17001,unchanged
LIC_00008,2014,CONTROLLO ACCESSI,Inventario,analitica per Classificazione + Brand + Colore + Modello,2014,2014,unchanged
LIC_00014_1/3,24001,BUILDING AUTOMATION,Inventario,Tattile Inspector - Licenza Advanced - da 1 a 3 telecamere,24001,24001,unchanged
LIC_00014_OLTRE 50,2014,CONTROLLO ACCESSI,Inventario,TATTILE LIC_00014_Oltre 50 Inspector Licenza Advanced Oltre 50 Telecamere,2014,2014,unchanged
LIC_00028,24001,BUILDING AUTOMATION,Non in inventario,Tattile Assistance - Installazione e configurazione da remot,24001,24001,unchanged
LIC_00029,2013,VIDEOSORVEGLIANZA,Inventario,TATTILE LIC_00029 Assistance Consulenza tecnica (costo a mezza giornata),2013,2013,unchanged
LIC-ATP-SX20-PR,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,SX20 PREMIUM RESOLUTION SOFTWARE OPTION - ATP ONLY,4008,4008,unchanged
LIC-C9300-24A-1Y,2016,CISCO MERAKI,Inventario,"Meraki C9300 24-port Advanced License, 1 year",2016,2016,unchanged
LIC-C9300-24E-1Y,2016,CISCO MERAKI,Inventario,"Meraki Enterprise License for C9300-M 24-port, 1 year",2016,2016,unchanged
LIC-C9300-24E-3Y,2016,CISCO MERAKI,Inventario,"Meraki Enterprise License for C9300-M 24-port, 3 year",2016,2016,unchanged
LIC-C9300-24E-5Y,2016,CISCO MERAKI,Inventario,"Meraki Enterprise License for C9300-M 24-port, 5 year",2016,2016,unchanged
LIC-C9300-48E-3Y,2016,CISCO MERAKI,Inventario,"Meraki Enterprise License for C9300-M 48-port, 3 year",2016,2016,unchanged
LIC-C9300-48E-5Y,2016,CISCO MERAKI,Inventario,"Meraki Enterprise License for C9300-M 48-port, 5 year",2016,2016,unchanged
LIC-C9800-DTLS-K9,2001,APPARATI CISCO WIRELESS,Inventario,Cisco Catalyst 9800 Series Wireless Controller DTLS License,2001,2001,unchanged
LIC-C9800L-PERF,2001,APPARATI CISCO WIRELESS,Inventario,Cisco C9800 Series Wireless Controller upgrade license,2001,2001,unchanged
LIC-C9800L-PERF=,2001,APPARATI CISCO WIRELESS,Inventario,Cisco C9800 Series Wireless Controller upgrade license-Spare,2001,2001,unchanged
LIC-CE-CRYPTO-K9,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,License key to activate sw encryption module,4008,4008,unchanged
LIC-CGR1K-SW-PT,2002,APPARATI CISCO LAN,Inventario,CGR 1000 Software License for SCADA protocol translation,2002,2002,unchanged
LIC-CM-ENT-BV-2XS-1Y,99009,CONSULENZA TECNICA,Non in inventario,"Backup, Restore & Versioning for: Firewall, Wi-Fi, Switch , VPN, Camera. Standard Support Services.2",99009,99009,unchanged
LIC-CM-ENT-MR-1YR,99009,CONSULENZA TECNICA,Non in inventario,"Global Dashboard, Detail Dashboard, Busiest Day, Busiest Hour, Dwell Time, Connected Devices, Wi-Fi ",99009,99009,unchanged
LIC-CM-ENT-NF-P-1YR,99009,CONSULENZA TECNICA,Non in inventario,"Live & Netflow Historical Analysis, Agentless Collection, Search and Filters, Dashboard. Standard Su",99009,99009,unchanged
LIC-CM-ENT-SCC-STD-1,99009,CONSULENZA TECNICA,Non in inventario,"Live & Historical centralized logging, Agentless log collection, Search and Filters, D",99009,99009,unchanged
LIC-CMS-K9,4004,TELEFONIA SOFTWARE,Inventario,CISCO MEETING SERVER (CMS) SOFTWARE RELEASE KEY,4004,4004,unchanged
LIC-CMS-PAK,4004,TELEFONIA SOFTWARE,Inventario,CISCO MEETING SERVER (CMS) PAK,4004,4004,unchanged
